,Адрес объекта,Тип Объекта,Этажность объекта,Дата постройки,Общая площадь объекта
5574,"ул. Шафиева, д.14",Многоквартирный дом,9,1970-01-01 00:00:00,4607.3
5575,"ул. Шафиева, д.18",Многоквартирный дом,5,1966-01-01 00:00:00,3627.1
5576,"ул. Шафиева, д.2",Больницы,2,,
5577,"ул. Шафиева, д.20",Многоквартирный дом,5,1966-01-01 00:00:00,3593.7
5578,"ул. Шафиева, д.21 корп.2",Другое строение,1,,0.01
5579,"ул. Шафиева, д.22",Многоквартирный дом,5,1966-01-01 00:00:00,3576.4
5580,"ул. Шафиева, д.22 корп.2а",Другое строение,1,,0.01
5581,"ул. Шафиева, д.23","Административные здания, конторы",3,,0.01
5582,"ул. Шафиева, д.24",Другое строение,2,,0.01
5583,"ул. Шафиева, д.24 корп.1",Многоквартирный дом,6,1989-01-01 00:00:00,5691.0
5584,"ул. Шафиева, д.25",Многоквартирный дом,9,1976-01-01 00:00:00,7604.9
5585,"ул. Шафиева, д.26",Другое строение,1,,0.03
5586,"ул. Шафиева, д.27",Многоквартирный дом,9,1976-01-01 00:00:00,7592.7
5587,"ул. Шафиева, д.27 корп.1",Многоквартирный дом,12,1977-01-01 00:00:00,2783.9
5588,"ул. Шафиева, д.27 корп.2",Другое строение,1,,0.01
5589,"ул. Шафиева, д.28",Многоквартирный дом,9,1972-01-01 00:00:00,12844.9
5590,"ул. Шафиева, д.28 корп.а",Другое строение,1,,0.01
5591,"ул. Шафиева, д.29",Многоквартирный дом,9,1976-01-01 00:00:00,7566.6
5592,"ул. Шафиева, д.29 корп.1",Другое строение,2,,0.01
5593,"ул. Шафиева, д.29 корп.2",Другое строение,1,,0.01
5594,"ул. Шафиева, д.31",Многоквартирный дом,9,1976-01-01 00:00:00,7573.7
5595,"ул. Шафиева, д.31 корп.1",Многоквартирный дом,12,1977-01-01 00:00:00,2779.5
5596,"ул. Шафиева, д.31 корп.2",Другое строение,1,,0.01
5597,"ул. Шафиева, д.32",Другое строение,3,,0.01
5598,"ул. Шафиева, д.32 корп.1",Другое строение,2,,0.23
5599,"ул. Шафиева, д.33",Многоквартирный дом,9,1976-01-01 00:00:00,3842.2
5600,"ул. Шафиева, д.39",Многоквартирный дом,9,1981-01-01 00:00:00,3843.1
5601,"ул. Шафиева, д.39 корп.1",Другое строение,2,,0.01
5602,"ул. Шафиева, д.39 корп.2",Другое строение,1,,0.01
5603,"ул. Шафиева, д.4",Многоквартирный дом,5,1967-01-01 00:00:00,3556.9
5604,"ул. Шафиева, д.41",Многоквартирный дом,9,1981-01-01 00:00:00,3826.7
5605,"ул. Шафиева, д.43",Многоквартирный дом,9,1981-01-01 00:00:00,3855.0
5606,"ул. Шафиева, д.43 корп.1",Многоквартирный дом,9,1985-01-01 00:00:00,2826.8
5607,"ул. Шафиева, д.44",Другое строение,4,,0.01
5608,"ул. Шафиева, д.44 корп.1","Административные здания, конторы",8,,0.01
5609,"ул. Шафиева, д.44*",Другое строение,0,,
5611,"ул. Шафиева, д.46",Другое строение,4,,0.01
5612,"ул. Шафиева, д.46 корп.1",Многоквартирный дом,12,1988-01-01 00:00:00,2756.5
5613,"ул. Шафиева, д.46. корп.1",Другое строение,12,,0.01
5614,"ул. Шафиева, д.48",Многоквартирный дом,9,1990-01-01 00:00:00,6362.2
5615,"ул. Шафиева, д.50",Многоквартирный дом,9,1991-01-01 00:00:00,2855.2
5616,"ул. Шафиева, д.52",Многоквартирный дом,9,1990-01-01 00:00:00,2821.7
5617,"ул. Шафиева, д.52 корп.пристрой",Другое строение,1,,0.01
5618,"ул. Шафиева, д.54",Многоквартирный дом,9,1990-01-01 00:00:00,3253.8
5619,"ул. Шафиева, д.56",Другое строение,3,1991-01-01 00:00:00,0.01
5620,"ул. Шафиева, д.6",Многоквартирный дом,5,1968-01-01 00:00:00,3768.9
5621,"ул. Шафиева, д.6 корп.1",Другое строение,2,,0.01
5622,"ул. Шафиева, д.7",Другое строение,4,,0.01
5623,"ул. Шафиева, д.8",Многоквартирный дом,5,1968-01-01 00:00:00,3199.7
5626,"ул. Шафиева, д.8 корп.1",Многоквартирный дом,5,1981-01-01 00:00:00,2774.7
5627,"ул. Шафиева, д.8 корп.а",Другое строение,1,,0.01
5628,"ул. Шелководная Большая, д.2",Многоквартирный дом,2,1960-01-01 00:00:00,263.6
5629,"ул. Шелководная Большая, д.4",Многоквартирный дом,2,1957-01-01 00:00:00,504.1
5630,"ул. Шелководная Большая, д.6",Многоквартирный дом,2,1957-01-01 00:00:00,465.3
5631,"ул. Шмидта, д.158",Многоквартирный дом,22,2000-01-01 00:00:00,8900.5
5632,"ул. Шмидта, д.158 корп.1",Многоквартирный дом,24,2017-01-01 00:00:00,9319.8
5633,"ул. Шмидта, д.158 корп.2",Многоквартирный дом,23,2016-01-01 00:00:00,9233.0
5634,"ул. Шмидта, д.16",Многоквартирный дом,10,2006-01-01 00:00:00,6356.8
5635,"ул. Шмидта, д.16 корп.1",Многоквартирный дом,10,2006-01-01 00:00:00,6310.7
5636,"ул. Шмидта, д.160",Многоквартирный дом,18,2017-01-01 00:00:00,10639.6
5637,"ул. Шмидта, д.160 корп.1",Многоквартирный дом,14,2021-09-01 00:00:00,8664.9
5638,"ул. Шмидта, д.160 корп.1А",Другое строение,2,2021-10-01 00:00:00,0.01
5639,"ул. Шмидта, д.162",Многоквартирный дом,14,2017-01-01 00:00:00,15564.9
5640,"ул. Шмидта, д.164",Другое строение,0,,0.0
5642,"ул. Шмидта, д.35",Многоквартирный дом,5,2017-01-01 00:00:00,1422.0
5643,"ул. Шмидта, д.41",Многоквартирный дом,13,2015-01-01 00:00:00,14343.9
5644,"ул. Шмидта, д.45",Многоквартирный дом,17,2019-01-01 00:00:00,5541.6
5645,"ул. Шота Руставели, д.17",Многоквартирный дом,5,1969-01-01 00:00:00,4198.9
5646,"ул. Шота Руставели, д.18",Многоквартирный дом,9,1975-01-01 00:00:00,3855.9
5647,"ул. Шота Руставели, д.18 корп.а",Другое строение,1,,0.01
5648,"ул. Шота Руставели, д.19",Многоквартирный дом,9,1973-01-01 00:00:00,3897.5
5649,"ул. Шота Руставели, д.20",Многоквартирный дом,9,1975-01-01 00:00:00,3864.1
5650,"ул. Шота Руставели, д.22 корп.2",Многоквартирный дом,9,1975-01-01 00:00:00,3853.5
5652,"ул. Шота Руставели, д.23",Многоквартирный дом,5,1969-01-01 00:00:00,4201.7
5653,"ул. Шота Руставели, д.23 корп.1",Многоквартирный дом,5,1969-01-01 00:00:00,5239.7
5654,"ул. Шота Руставели, д.23 корп.2",Многоквартирный дом,5,1969-01-01 00:00:00,3593.1
5655,"ул. Шота Руставели, д.24",Многоквартирный дом,9,1986-01-01 00:00:00,6569.9
5656,"ул. Шота Руставели, д.24.",Другое строение,9,,0.01
5657,"ул. Шота Руставели, д.25",Многоквартирный дом,9,2003-01-01 00:00:00,1707.9
5658,"ул. Шота Руставели, д.25 корп.1",Многоквартирный дом,10,2003-01-01 00:00:00,2033.7
5659,"ул. Шота Руставели, д.26",Многоквартирный дом,9,1986-01-01 00:00:00,5712.1
5660,"ул. Шота Руставели, д.26 корп.4",Другое строение,1,,0.01
5661,"ул. Шота Руставели, д.27",Многоквартирный дом,10,2003-01-01 00:00:00,1818.4
5662,"ул. Шота Руставели, д.27 корп.1",Многоквартирный дом,5,1970-01-01 00:00:00,5150.8
5663,"ул. Шота Руставели, д.27 корп.2",Многоквартирный дом,5,1970-01-01 00:00:00,3555.1
5664,"ул. Шота Руставели, д.27 корп.3",Многоквартирный дом,9,1976-01-01 00:00:00,3852.1
5665,"ул. Шота Руставели, д.27 корп.4",Другое строение,4,,0.01
5666,"ул. Шота Руставели, д.28",Многоквартирный дом,10,1995-01-01 00:00:00,5032.4
5667,"ул. Шота Руставели, д.28 корп.1",Многоквартирный дом,9,1995-01-01 00:00:00,5606.3
5668,"ул. Шота Руставели, д.29",Многоквартирный дом,5,1970-01-01 00:00:00,3064.9
5669,"ул. Шота Руставели, д.29 корп.1",Другое строение,1,,0.01
5670,"ул. Шота Руставели, д.31",Многоквартирный дом,9,1974-01-01 00:00:00,3920.8
5671,"ул. Шота Руставели, д.35",Многоквартирный дом,5,1970-01-01 00:00:00,4106.5
5672,"ул. Шота Руставели, д.37",Многоквартирный дом,5,1970-01-01 00:00:00,3576.3
5673,"ул. Шота Руставели, д.37 корп.1",Многоквартирный дом,5,1977-01-01 00:00:00,4186.2
5674,"ул. Шота Руставели, д.38",Другое строение,1,,0.01
5675,"ул. Шота Руставели, д.39",Многоквартирный дом,9,1974-01-01 00:00:00,4254.1
5676,"ул. Шота Руставели, д.4 корп.а",Другое строение,3,,0.01
5677,"ул. Шота Руставели, д.41",Многоквартирный дом,13,2014-01-20 00:00:00,7616.7
5678,"ул. Шота Руставели, д.41 корп.1",Многоквартирный дом,9,1990-01-01 00:00:00,3875.0
5679,"ул. Шота Руставели, д.49",Другое строение,5,,0.01
5680,"ул. Шота Руставели, д.5",Многоквартирный дом,9,1975-01-01 00:00:00,3946.0
5681,"ул. Шота Руставели, д.53","Административные здания, конторы",1,2018-11-01 00:00:00,0.02
5682,"ул. Шота Руставели, д.72",Дет.ясли и сады,1,,0.01
5683,"ул. Шота Руставели, д.74 корп.1",Многоквартирный дом,2,1961-01-01 00:00:00,631.5
5684,"ул. Шота Руставели, д.9",Многоквартирный дом,14,2018-10-01 00:00:00,19215.1
5685,"ул. Шота Руставели, д.9* корп.потери",Другое строение,0,,
5686,"ул. Шумавцова, д.1",Многоквартирный дом,5,1962-01-01 00:00:00,1615.0
5687,"ул. Шумавцова, д.11",Многоквартирный дом,5,1957-01-01 00:00:00,5764.9
5688,"ул. Шумавцова, д.13",Многоквартирный дом,5,1957-01-01 00:00:00,6052.5
5689,"ул. Шумавцова, д.16",Многоквартирный дом,12,2017-10-01 00:00:00,9818.2
5690,"ул. Шумавцова, д.16*",Другое строение,0,,
5691,"ул. Шумавцова, д.19",Другое строение,2,,0.04
5692,"ул. Шумавцова, д.21",Многоквартирный дом,5,1971-01-01 00:00:00,2618.2
5693,"ул. Шумавцова, д.23",Многоквартирный дом,5,1966-01-01 00:00:00,2923.6
5694,"ул. Шумавцова, д.23 корп.А",Другое строение,2,,0.01
5695,"ул. Элеваторная, д.17",Другое строение,3,,0.01
5696,"ул. Электрификации, д.54 корп.10",Многоквартирный дом,2,1959-01-01 00:00:00,1274.4
5697,"ул. Электрификации, д.54 корп.2",Многоквартирный дом,2,1953-01-01 00:00:00,385.9
5698,"ул. Электрификации, д.54 корп.3",Многоквартирный дом,2,1953-01-01 00:00:00,386.9
5699,"ул. Электрификации, д.54 корп.4",Многоквартирный дом,2,1953-01-01 00:00:00,386.1
5700,"ул. Электрификации, д.54 корп.5",Многоквартирный дом,2,1954-01-01 00:00:00,384.5
5701,"ул. Электрификации, д.54 корп.6",Многоквартирный дом,2,1954-01-01 00:00:00,386.6
5702,"ул. Электрификации, д.54 корп.7",Многоквартирный дом,2,1955-01-01 00:00:00,628.61
